turns,victory_status,winner,moves
78,mate,black, e2e4 e7e5 g1f3 b8c6 c2c3 g8f6 d2d4 e5d4 f3d4 c6d4 d1d4 d8e7 c1g5 e7e4 d4e4 f6e4 f2f3 e4g5 h2h4 g5e6 b2b4 c7c5 b4c5 e6c5 b1d2 f8d6 h1h3 d6c7 d2e4 c5e4 f3e4 c7e5 a1c1 d7d5 e4d5 c8h3 g2h3 e8g8 c3c4 f8e8 f1e2 a8c8 e1f2 e5f4 c1c2 e8e4 e2d3 e4e3 d3f5 c8c5 f2g2 g7g5 h4g5 f4g5 c2b2 c5c4 d5d6 g5f6 b2b7 c4c2 g2f1 c2a2 b7b8 g8g7 d6d7 e3c3 b8b1 c3f3 f1e1 f3f5 b1b4 f5f3 b4g4 g7f8 g4b4 f6c3 e1d1 f3f1
115,mate,white, e2e4 e7e5 g1f3 d7d6 c2c4 g8f6 d2d3 g7g6 h2h3 f8g7 g2g4 e8g8 g4g5 f6h5 c1e3 c7c5 b1c3 a7a5 f1e2 b8c6 a2a3 b7b6 f3h2 h5f4 e3f4 e5f4 e2g4 c6d4 f2f3 d8g5 e1g1 g5h4 c3d5 h4g3 g1h1 c8g4 h3g4 a5a4 a1a2 f8b8 d1d2 d4b3 d2g2 b6b5 f1g1 b5c4 d3c4 g7d4 g2g3 f4g3 g1g3 b8e8 d5c7 d4f2 g3g2 b3c1 c7e8 c1b3 e8f6 g8g7 g2f2 g7f6 f2g2 b3c1 g4g5 f6e6 a2a1 c1b3 a1d1 e6e7 f3f4 e7f8 e4e5 d6e5 f4e5 b3d4 g2g3 a8e8 h2f3 e8b8 f3d4 c5d4 d1d4 b8b2 d4d8 f8g7 d8a8 b2b1 g3g1 b1b2 a8a4 b2e2 g1c1 e2e5 c4c5 e5g5 c5c6 g5e5 c6c7 e5e6 c7c8q f7f5 c8e6 f5f4 e6e5 g7f8 e5f4 f8e8 f4h6 e8e7 h6h7 e7e6 h7g6 e6e5 c1c5
31,mate,white, e2e4 c7c5 g1f3 f7f6 f1d3 d7d5 b1c3 c5c4 d3e2 d5e4 c3e4 b7b5 e4c5 e7e5 c5b7 c8b7 d2d3 c4d3 c2d3 f8b4 f3d2 b7g2 h1g1 g2h3 g1g7 h7h5 d1b3 b4d2 c1d2 e8f8 b3f7
32,mate,black, e2e4 c7c5 f1c4 e7e6 d2d4 c5d4 d1d4 b8c6 d4d1 d8c7 b2b3 g8f6 b1c3 c6a5 d1d4 f8b4 c1d2 b4c3 d2c3 a7a6 f2f3 b7b5 c4d3 a5c6 d4e3 c6e5 a1c1 c7c3 e1d1 e5d3 g1e2 d3b2
54,mate,black, e2e4 e7e6 d2d4 d8h4 f1d3 g8f6 g1f3 h4g4 e1g1 f6e4 d3e4 g4e4 b1c3 e4g6 f3e5 g6f5 g2g4 f5f6 f2f4 f6h4 c3b5 b8a6 c2c3 d7d6 e5d3 c7c6 b5a3 d6d5 c1e3 f8a3 b2a3 e8g8 e3f2 h4d8 g4g5 d8a5 d1b3 e6e5 d3e5 c8h3 f1e1 a5d8 b3b7 a6c7 e5c6 d8d7 e1e7 d7g4 f2g3 g4f3 e7e2 f3e2 b7c7 e2g2
42,mate,black, e2e4 c7c6 g1f3 d7d5 d2d4 d5e4 f3g5 c8f5 f1c4 e7e6 b1c3 g8f6 e1g1 f8d6 f2f3 e4f3 f1f3 f5g4 c1e3 g4f3 d1f3 h7h6 g5e6 f7e6 c4e6 d8e7 a1e1 e7e6 e3f2 e6e1 f2e1 e8g8 e1d2 b8d7 f3f5 a8e8 d4d5 d6c5 g1h1 f6e4 f5d7 f8f1
53,mate,white, f2f4 e7e5 f4e5 d8h4 g2g3 h4d8 d2d4 f8b4 b1c3 b4f8 g1f3 b8c6 a2a3 g8f6 c1g5 c6b4 a3b4 f8b4 d1d2 h7h6 g5f6 g7f6 a1a4 d8e7 e5f6 e7f6 a4b4 h6h5 c3d5 f6d6 d2g5 h5h4 d5f6 e8f8 c2c3 h4g3 h2h3 d6e7 g5g3 e7f6 g3c7 f6a6 c7d8 f8g7 h1g1 g7h7 d8h4 a6h6 f3g5 h7g7 g5e6 g7h7 g1g7
62,mate,black, c2c4 g8f6 e2e4 e7e5 d2d4 f8b4 b1c3 e5d4 d1d4 b4c3 b2c3 h7h6 c1a3 b8c6 d4d3 d7d6 c4c5 d8e7 c5d6 e7e4 f1e2 e4d3 e2d3 e8g8 d6c7 f8e8 e1f1 f6d5 g1f3 d5c7 g2g4 c6e5 f3e5 e8e5 h1g1 h6h5 g4g5 c8h3 g1g2 h3g2 f1g2 e5g5 g2f3 a8d8 a1d1 g5f5 f3e2 d8e8 e2d2 f5f2 d3e2 e8e2 d2c1 e2a2 d1d2 a2d2 c1b1 d2d1 a3c1 c7b5 b1a1 d1c1
78,mate,black, e2e4 e7e5 g1f3 b8c6 f1c4 c6d4 f3d4 d8g5 e1g1 e5d4 f1e1 d7d6 e4e5 d6e5 d2d3 g5d8 e1e5 f8e7 c4f7 e8f7 d1f3 f7e8 f3h5 g7g6 h5f3 g8f6 c1g5 h8f8 g5f6 f8f6 f3e4 f6f7 b1c3 d4c3 b2c3 c8f5 e5f5 g6f5 e4e3 c7c6 g2g4 f5g4 a1b1 b7b5 b1b4 e8f8 b4g4 a8c8 e3h6 f8e8 f2f4 c8c7 f4f5 e7c5 d3d4 c5d4 c3d4 c6c5 f5f6 c5d4 c2c3 d4c3 h6e3 e8d7 g4d4 d7c8 e3h3 c7d7 d4b4 f7f6 b4b5 c8c7 h3c3 c7d6 b5b4 d8g8 g1h1 f6f1
35,mate,white, e2e4 g8f6 b1c3 b8c6 g1f3 d7d5 e4d5 f6d5 f1c4 d5c3 d2c3 c8d7 f3g5 c6e5 b2b3 e5c4 b3c4 d8b8 e1g1 h7h5 d1d5 c7c6 d5f7 e8d8 g5e6 d8c8 c1f4 d7e6 f7e6 c8d8 f4b8 a8b8 f1d1 d8e8 e6g6
58,mate,black, e2e4 e7e5 g2g4 d7d6 g4g5 d8g5 g1f3 g5g6 f3h4 g6e4 f1e2 e4h4 b1c3 c8f5 b2b4 b8c6 b4b5 c6d4 b5b6 d4c2 d1c2 f5c2 b6c7 a8c8 e2b5 e8e7 c1a3 c8c7 a1c1 c2f5 e1g1 g8f6 c3d5 f6d5 c1b1 f5e4 b1b3 h4g4 b3g3 g4f4 f1e1 a7a6 b5a4 b7b5 a4b5 a6b5 a3d6 e7d6 e1f1 f4d2 h2h4 f8e7 g3g7 e7h4 g7f7 d2g5 g1h2 g5g2
27,mate,white, d2d4 c7c5 d4d5 d8a5 c1d2 a5b6 d2c3 e7e6 e2e4 e6d5 e4d5 c5c4 f1c4 b6c5 d1e2 f8e7 c3g7 c5b4 c2c3 b4a5 g7h8 g8f6 h8f6 a5b6 e2e5 b6b2 e5e7
75,mate,white, e2e4 b8c6 d1f3 g8f6 f1c4 c6d4 f3d3 d4c2 d3c2 f6e4 c2e4 e7e5 e4e5 f8e7 e5f5 d7d5 c4d5 c8f5 b1c3 e7c5 c3b5 d8d5 b2b3 d5e5 e1d1 f5c2 d1c2 e5e4 d2d3 e4f5 c1d2 a8d8 f2f4 d8d5 a1e1 c5e7 b5c3 d5d4 e1e5 f5f6 g1f3 d4f4 h1e1 e8g8 e5e7 f8a8 g2g3 g8f8 g3f4 f6c6 f3e5 c6g2 e7c7 g2h2 c7f7 f8g8 f7b7 h2h4 c3b5 a8c8 b5c7 h4e7 d2a5 c8f8 a5b4 f8f4 b4e7 h7h5 c7e6 f4f5 e1g1 f5e5 g1g7 g8h8 b7b8
24,mate,black, e2e4 g8f6 e4e5 f6d5 g1f3 d7d6 b1c3 d6e5 c3d5 d8d5 d2d4 c8g4 c2c4 d5e4 f1e2 g4f3 d1a4 b8c6 b2b4 f3g2 h1g1 g2f3 b4b5 e4e2
7,mate,white, e2e4 e7e5 d1f3 g8f6 f1c4 f6e4 f3f7
56,mate,black, e2e4 e7e5 c2c4 f8c5 g1f3 b8c6 b1c3 d7d6 f1d3 c8g4 e1g1 c6d4 f3d4 g4d1 f1d1 c5d4 c3e2 c7c5 e2d4 c5d4 c4c5 d6c5 d3b5 e8e7 d2d3 f7f6 d1d2 a7a6 d2e2 e7d6 e2e3 a6b5 e3g3 g7g5 c1g5 f6g5 f2f4 g5f4 g3g4 g8f6 g4g7 h8g8 g7g3 g8g3 h2g3 f4g3 a1f1 a8a2 f1b1 c5c4 d3c4 d8a5 c4b5 a2a1 b1a1 a5a1
9,mate,white, e2e4 b8a6 d1h5 a6b4 f1c4 b4d3 e1e2 d3c5 h5f7
63,mate,white, e2e4 h7h5 f1c4 h8h6 b1c3 g8f6 e4e5 f6g8 d2d4 d7d5 c4d5 c8g4 f2f3 g4f5 c1h6 g7h6 g2g4 f5g6 f3f4 e7e6 d5b7 f8e7 b7a8 b8d7 a8e4 d8b8 e4g6 f7g6 g4h5 g6h5 d1h5 e8d8 g1e2 b8c8 h5f7 c8a8 f7g8 d7f8 e1c1 d8d7 d4d5 d7c8 d5d6 c8b7 d6e7 a7a5 g8g2 b7a7 g2a8 a7a8 e7f8q a8b7 c3a4 b7c6 e2c3 h6h5 f8c5 c6b7 d1d7 b7a6 d7c7 h5h4 c5b6
52,mate,black, b1c3 e7e5 g1f3 b8c6 g2g3 f8c5 f1h3 g8f6 a2a4 a7a6 a1a3 c5a3 b2a3 d7d6 c1b2 c8h3 c3b5 a6b5 a4b5 c6e7 d1a1 h3g2 h1g1 g2f3 e2f3 e7g6 a3a4 e8g8 g1f1 c7c6 b5c6 b7c6 a4a5 a8a5 a1b1 a5b5 e1d1 d8b6 h2h3 b5b2 b1a1 b2b1 a1b1 b6b1 d1e2 b1c2 e2e1 f8a8 f3f4 a8a2 f2f3 c2d2
37,mate,white, e2e4 e7e5 g1f3 d7d5 e4d5 e5e4 d1e2 d8d5 b1c3 d5d8 e2e4 c8e6 e4b7 b8d7 f1b5 a8b8 b7a7 b8a8 a7e3 a8b8 f3e5 b8b5 c3b5 f8c5 e3g3 d7e5 g3e5 c5f8 b5c7 e8e7 e1g1 h7h5 d2d4 g8h6 c1g5 f7f6 e5e6
129,mate,white, e2e4 d7d5 e4e5 e7e6 d2d4 h7h6 g1e2 a7a6 e2g3 b8c6 f1e2 c8d7 e1g1 d8e7 c1d2 e8c8 d2c3 f7f6 b1d2 f6e5 d4e5 d5d4 d2f3 d4c3 b2c3 d7e8 d1b1 g7g5 f1d1 d8d1 b1d1 e8h5 f3d4 h5e2 d4c6 e2d1 c6e7 g8e7 a1d1 h6h5 g3e4 g5g4 d1b1 e7g6 e4g5 g6f4 g1f1 f8h6 g5e4 h5h4 e4c5 h8g8 c5b7 h4h3 g2g3 f4d5 b1b3 h6d2 c3c4 d5b4 b7c5 b4a2 c5a6 a2c1 b3b8 c8d7 b8g8 c1a2 g8g4 a2c3 g4g7 d7c6 a6c7 d2h6 g7g6 h6d2 c7e6 c6d7 e6d4 c3e4 g6g4 e4c5 g4h4 c5e6 d4e6 d7e6 h4h3 e6e5 f2f4 e5e4 c4c5 d2b4 c5c6 b4a5 h3h5 a5c7 f1e2 e4d4 f4f5 d4e5 e2f3 e5f6 f3e4 c7e5 g3g4 e5c7 g4g5 f6g7 h5h3 c7d6 h3f3 d6h2 f5f6 g7f7 e4f5 h2d6 g5g6 f7f8 f5e6 d6b4 g6g7 f8g8 f3g3 b4f8 g7f8q g8f8 c6c7 f8e8 c7c8q
79,mate,white, e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8e7 c1e3 e7e4 b1c3 e4e7 c3d5 e7d6 d4f5 d6e5 f1d3 e5d5 e1g1 d7d6 c2c4 d5a5 f1e1 c8e6 e3d2 a5b6 d1a4 e8c8 d2c3 e6f5 d3f5 c8b8 a1d1 g8e7 f5h3 f7f6 a4c2 e7g6 h3e6 g6f4 a2a3 f4e6 e1e6 c6e5 d1e1 h7h5 b2b4 h5h4 h2h3 b6c6 c3e5 f6e5 e1e5 c6d7 e5e3 g7g5 f2f3 f8g7 e6e7 d7c8 e7g7 h8g8 e3e7 g8g7 e7g7 d8g8 c2h7 g8g7 h7g7 c8d8 a3a4 b7b6 a4a5 b6a5 b4a5 b8b7 g7b2 b7a6 b2b5
75,mate,white, e2e4 c7c5 g1f3 b8c6 c2c3 d7d6 d2d4 c5d4 c3d4 g7g6 b1c3 f8g7 c1e3 e7e6 f1b5 g8e7 e1g1 e8g8 b5c6 b7c6 d1d2 f7f5 e3h6 f5e4 h6g7 g8g7 c3e4 d6d5 e4g3 e7f5 f3e5 c8b7 g3f5 f8f5 f2f4 d8b6 f1f3 c6c5 f3b3 b6c7 a1c1 c5c4 b3h3 a8f8 c1f1 b7a6 h3c3 c7a5 a2a3 f5f6 g2g4 a6b5 h2h4 a7a6 g1h2 h7h6 g4g5 h6g5 h4g5 f8h8 h2g2 f6f8 d2c2 f8f5 f1h1 h8h1 g2h1 a5d8 c2h2 f5f8 h2h6 g7g8 h6g6 g8h8 c3h3
33,draw,draw, e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 e8g8 c2c3 d7d5 e4d5 f6d5 d2d4 e5d4 f3d4 c6d4 c3d4 c7c6 b1c3 c8e6 c1e3 e7d6 c3d5 e6d5 b3d5 c6d5 d1b3
94,mate,black, c2c4 f7f5 d2d4 g8f6 b1c3 e7e6 g1f3 f8b4 e2e3 b4c3 b2c3 c7c6 c4c5 d8a5 d1d2 f6e4 d2d3 a5c3 d3c3 e4c3 c1d2 c3d5 f1c4 e8g8 c4d5 e6d5 f3e5 b8a6 e1g1 a6c7 d2a5 c7e6 h2h3 b7b6 a5b4 a7a5 b4c3 c8a6 f1b1 b6b5 c3a5 a6b7 a5b6 f5f4 e5d7 f8f7 d7e5 f7f5 b1b3 f4e3 f2e3 a8f8 b3b1 f5f2 b1f1 f2e2 e5g4 f8a8 a2a3 a8a4 f1f2 e2f2 g4f2 a4c4 h3h4 c4c2 a3a4 b7a6 a4b5 a6b5 a1a8 g8f7 a8a7 f7f6 f2g4 f6g6 g4e5 g6f5 g2g4 f5e4 a7e7 c2c1 g1g2 c1c2 g2h3 b5f1 h3g3 e4e3 e7e6 c2g2 g3h3 e3f4 e6c6 g2e2
61,mate,white, e2e4 e7e5 g1f3 b8c6 d2d4 c6d4 f3d4 e5d4 f1d3 c7c5 c2c3 d8a5 c1d2 a5b6 d1c2 g7g6 e1g1 f8g7 b1a3 b6d6 a3c4 d6e6 e4e5 g8e7 c4d6 e8d8 f2f4 g6g5 b2b3 e7d5 d3c4 a7a6 c2e4 d4c3 c4d5 e6g6 d6f7 d8c7 f7h8 g6e4 d5e4 c3d2 h8f7 d7d5 e5d6 c7d7 f7e5 d7e8 a1d1 g5f4 e5c4 g7d4 g1h1 a8a7 f1f4 b7b5 e4c6 e8d8 c4d2 d4e5 f4f8
24,draw,draw, e2e4 c7c5 b1c3 b8c6 g2g3 d7d6 f1g2 g8f6 d2d3 g7g6 g1f3 f8g7 e1g1 e8g8 c1g5 d8b6 c3a4 b6c7 a4c3 c7b6 c3a4 b6c7 a4c3 c7b6
49,mate,white, d2d4 d7d5 c2c4 g8f6 e2e3 b8c6 g1f3 c8g4 h2h3 g4h5 g2g4 h5g6 b1c3 f6e4 c4d5 e4c3 b2c3 d8d5 c3c4 d5a5 c1d2 a5g5 d4d5 g5f6 d5c6 g6e4 f1g2 e8c8 c6b7 c8b7 g4g5 f6f5 f3d4 f5g5 g2e4 b7c8 d4f3 g5g2 h1g1 g2h3 a1b1 h3e6 e4b7 c8d7 d1a4 c7c6 f3e5 e6e5 a4c6
34,mate,black, d2d4 d7d5 c2c4 c7c5 e2e3 g8f6 g1f3 e7e6 b1c3 a7a6 d4c5 f8c5 a2a3 b7b6 b2b4 c5d6 f1d3 c8b7 e1g1 d8c7 f1e1 f6g4 g2g3 d5c4 d3c4 c7c6 c4e2 g4e5 c1b2 e5f3 e2f3 c6f3 d1d6 f3g2
50,mate,black, d2d4 e7e5 d4e5 d7d6 e5d6 f8d6 c2c4 b8c6 a2a3 c8f5 b1c3 d8e7 g1f3 e8c8 e2e3 g8f6 f1d3 h7h6 d3f5 c8b8 e1g1 d6h2 f3h2 d8d1 f1d1 g7g6 f5d3 h6h5 e3e4 f6g4 h2f3 e7c5 d1f1 c6e5 c3a4 e5f3 g2f3 c5a5 f3g4 a5a4 c1g5 h5g4 a1d1 a7a6 e4e5 a4a5 g5e3 a5e5 d3g6 e5h2
77,mate,white, d2d4 d7d5 c2c4 e7e6 a2a3 g8f6 b1c3 b8c6 e2e3 f6e4 f1d3 f8d6 g1f3 e8g8 e1g1 a7a6 d3c2 b7b5 c4c5 d6e7 d1d3 c8b7 f3e5 c6e5 d4e5 e7c5 f1d1 d8g5 f2f4 g5g4 c3e4 d5e4 d3d2 f8d8 d2d8 a8d8 d1d8 c5f8 c1d2 c7c5 c2d1 g4h4 d2a5 b5b4 d1a4 b4a3 b2a3 c5c4 d8b8 b7d5 a5b4 g7g6 b8f8 g8g7 f8e8 h7h5 b4e7 h4f4 a1f1 f4e5 e8f8 e5c7 f1f7 g7h6 e7g5 h6g5 f7c7 g5g4 h2h3 g4g3 c7d7 g6g5 f8e8 h5h4 e8g8 a6a5 g8g5
73,mate,white, e2e4 e7e5 f1c4 f8c5 d2d3 d8f6 d1f3 d7d5 e4d5 g8h6 c1h6 g7h6 f3f6 b8d7 f6h8 e8e7 d5d6 c7d6 h8h7 a7a6 h7f7 e7d8 b1c3 b7b5 c4d5 a8b8 d5c6 d7b6 f7e8 d8c7 c3d5 b6d5 c6d5 c7b6 e8c6 b6a5 g1e2 a5b4 c2c3 b4a5 b2b4 a5a4 b4c5 a4a3 e1g1 c8f5 c6b6 b8b6 d3d4 b6b8 c5d6 f5d3 f1e1 a3b2 d5c6 d3e2 a1b1 b2a2 e1e2 a2a3 d6d7 b5b4 c3b4 e5d4 e2e8 b8e8 d7e8q a3a2 e8e1 a2a3 e1c1 a3a2 c1b2
45,mate,white, e2e4 e7e5 g1f3 g8f6 b1c3 b8c6 f1b5 c6d4 b5a4 d4f3 d1f3 c7c6 d2d3 f8c5 f3g3 g7g6 c1d2 d7d6 f2f3 c8e6 e1c1 b7b5 a4b3 e6b3 c2b3 d8b6 d2g5 c5e3 c1b1 e3g5 g3g5 e8e7 h1f1 h7h6 g5g3 a8c8 f3f4 d6d5 f4e5 f6h5 g3h4 e7d7 f1f7 d7e8 h4e7
63,mate,white, e2e4 e7e5 d2d4 f7f6 d4e5 f6e5 g1f3 b8c6 b1c3 g8f6 c1g5 f8e7 h2h3 h7h6 g5h4 d7d6 f1c4 c8d7 e1g1 g7g5 h4g3 f6h5 g3h2 g5g4 h3g4 d7g4 d1d3 a7a6 a2a3 h8g8 c3d5 g4h3 h2g3 h5g3 f2g3 g8g3 f1f2 c6d4 g1h2 e7h4 g2h3 d8d7 d5f6 h4f6 h2g3 d7g7 g3h2 e8c8 a1g1 g7e7 f3d4 e5d4 g1f1 f6e5 h2h1 e7d7 f2f7 d7c6 c4d5 c6e8 d3b3 e8g8 b3b7
68,draw,draw, e2e4 c7c5 d2d4 c5d4 d1d4 b8c6 d4e3 d7d6 b1c3 g8f6 f1b5 c8d7 a2a3 a7a6 b5a4 e7e6 g1f3 f8e7 h2h3 e8g8 e1g1 e6e5 e3e1 f6h5 g2g4 h5f6 c1g5 h7h6 g5h4 b7b5 a4b3 c6d4 f3d4 e5d4 c3d5 f6d5 h4e7 d5e7 a1d1 e7c6 b3d5 d8g5 f2f4 g5d8 d5c6 d7c6 d1d4 f8e8 e1b4 a6a5 b4d2 d8h4 g1h2 c6e4 d4d6 a8c8 c2c3 c8d8 d6d8 e8d8 d2e3 d8d3 e3e4 h4h3 h2g1 h3g3 e4g2 g3h4
47,mate,white, e2e4 e7e6 d2d4 c7c5 d4c5 f8c5 b1c3 d8f6 g1f3 e6e5 a2a3 c5d4 c3d5 f6d6 f3d4 e5d4 d1d4 g8f6 d5f6 d6f6 d4f6 g7f6 f1c4 b8c6 c1f4 c6d4 e1c1 d4e6 e4e5 e6f4 e5f6 f4g2 h1g1 g2f4 d1e1 e8f8 e1e4 f4e6 g1d1 e6g5 e4e7 a7a6 h2h4 g5e6 c4e6 d7e6 d1d8
60,draw,draw, e2e4 e7e5 g1f3 g8f6 d2d4 e5d4 e4e5 f6g8 f3d4 c7c5 d4f3 d7d6 e5d6 d8d6 d1d6 f8d6 c2c3 g8f6 f1b5 c8d7 b5d7 b8d7 e1g1 e8g8 c1e3 b7b6 b1d2 h7h6 d2c4 d6c7 a1d1 a8d8 h2h3 f8e8 g2g4 g7g5 f3d4 c5d4 e3d4 f6e4 c4e3 c7f4 e3f5 e8e6 f5g7 e6g6 g7f5 g6e6 f5g7 e6e7 g7f5 e7e8 f5g7 e8e7 g7f5 e7e6 f5g7 e6g6 g7f5 g6c6
50,mate,black, e2e4 e7e5 g1f3 d7d6 d2d4 b8c6 d4d5 c6b8 f1b5 c7c6 d5c6 b7c6 d1d5 c8b7 f3g5 d8e7 b5c6 b7c6 d5c4 h7h6 g5f3 g8f6 b1c3 e7b7 f3h4 f6e4 h4f5 b7d7 f5e3 e4c3 b2c3 d6d5 c4b3 d5d4 e3c4 c6d5 e1g1 b8c6 b3a4 d4c3 f1e1 f7f6 c4e3 f8c5 g2g4 c5e3 e1e3 d7g4 e3g3 g4d1
48,mate,black, e2e4 c7c5 d2d4 c5d4 d1d4 b8c6 d4e3 e7e5 g1f3 g8f6 b1c3 f8b4 c1d2 e8g8 a2a3 b4e7 f1c4 f6g4 e3e2 a7a6 h2h3 g4f6 e1c1 c6d4 f3d4 e5d4 c3d5 b7b5 d5f6 e7f6 c4d5 a8b8 d2f4 d7d6 h1g1 d8b6 f2f3 b5b4 a3b4 b6b4 b2b3 b4a3 c1b1 d4d3 c2d3 b8b3 b1c2 a3b2
50,mate,black, d2d4 d7d5 b1c3 g8f6 g1f3 e7e6 e2e4 d5e4 f3e5 c7c5 c1g5 c5d4 c3e4 d8d5 g5f6 d5e4 f1e2 g7f6 e5f3 f8b4 f3d2 e4g2 e2b5 c8d7 a2a3 d7b5 a3b4 g2h1 d2f1 h1f1 e1d2 f1f2 d2c1 h8g8 d1d2 g8g1 d2d1 f2e3 c1b1 g1d1 b1a2 b5c4 b2b3 d1a1 a2a1 e3c1 a1a2 c1c2 a2a3 c2b3
30,mate,black, e2e4 e7e5 g1f3 g8f6 b1c3 b8c6 d2d4 d7d5 d4e5 d5e4 e5f6 e4f3 d1f3 d8f6 f3e3 f8e7 f1b5 c8d7 e1g1 c6b4 b5d7 e8d7 f1d1 e7d6 c3d5 b4d5 d1d5 a8e8 e3a7 e8e1
50,mate,black, e2e3 e7e5 g1f3 b8c6 h2h4 g8f6 f1c4 d7d5 c4d3 e5e4 d3b5 e4f3 g2f3 c8d7 c2c3 a7a6 b5c6 d7c6 h1g1 f6h5 d1e2 f8d6 e3e4 e8g8 e4d5 f8e8 e2e8 d8e8 e1d1 c6d5 d2d4 d5f3 d1c2 e8e2 b1d2 f3e4 c2b3 e4d5 c3c4 d5c6 c4c5 e2b5 b3c2 d6f4 d2b3 b5c4 c2d1 c6f3 d1e1 c4e2
21,mate,white, e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1f3 e8e7 f3f7 e7d6 e5c4 d6c6 c4e5 c6d6 e5c4 d6c5 f7f5 c5d4 c2c3 e4c3 d2c3
20,mate,black, a2a4 a7a6 c2c4 b8c6 b2b3 e7e6 h2h4 d8f6 b1c3 f8b4 c1b2 c6e5 e2e4 h7h5 g2g3 e5g4 f2f3 b4c5 f3g4 f6f2
43,mate,white, d2d4 b7b5 e2e4 d7d5 e4e5 h7h5 f1b5 c7c6 b5a4 c8d7 b1c3 f7f5 c1g5 h8h6 h2h4 g7g6 g5h6 g8h6 d1d3 e7e6 d3g3 b8a6 g3g6 e8e7 g6h5 a6b4 a4b3 b4d3 c2d3 f8g7 g1f3 a7a5 c3a4 a8b8 a4c5 b8b5 f3g5 b5b4 e1g1 b4d4 g2g3 h6g8 h5f7
34,mate,black, d2d4 b8c6 d4d5 c6b4 e2e4 c7c6 d1d3 b4d3 f1d3 c6d5 e4d5 g7g6 h2h4 f8g7 h1h3 g8f6 h3e3 f6d5 e3e7 d5e7 b1d2 e8g8 g2g4 f8e8 e1d1 d8c7 c2c4 e7c6 c4c5 c6b4 c5c6 c7c6 d3a6 c6c2
40,mate,black, e2e4 e7e5 d1f3 b8c6 c2c3 g8f6 f1c4 d7d6 g2g4 c8g4 f3g3 d8d7 f2f3 g4e6 g1e2 f6h5 g3h4 g7g6 b2b3 f8e7 h4f2 e6c4 b3c4 d7h3 f2g1 e7h4 e1d1 h3f3 g1f1 h4f2 d2d4 e5d4 b1d2 f3e3 a1b1 d4c3 d2b3 e3d3 b3d2 c3c2
38,mate,black, g1f3 d7d5 d2d4 g8f6 c1g5 g7g6 g5f6 e7f6 g2g3 f6f5 f1g2 f8g7 c2c3 e8g8 e1g1 f8e8 f3g5 d8g5 f2f4 g5e7 d1b3 c7c6 f1e1 b7b6 c3c4 g7d4 g1h1 d4f2 e1f1 f2d4 c4d5 c8a6 f1d1 e7e2 d1d4 e2e1 g2f1 e1f1
32,mate,black, e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 f6d5 d2d3 f8c5 d1f3 c8e6 g5e6 f7e6 f3h5 g7g6 h5h3 d8f6 e1g1 c6d4 c4b3 e8g8 b1c3 d4b3 a2b3 c5f2 f1f2 f6f2 g1h1 f2f1
56,mate,black, e2e4 e7e5 d1h5 b8c6 f1c4 g7g6 h5f3 g8h6 b1c3 f8c5 c3d5 c5e7 d2d3 c6d4 f3d1 e7g5 c1g5 d8g5 g1f3 g5g2 d5c7 e8f8 h1g1 d4f3 e1e2 f3d4 e2d2 g2f2 d2c1 a8b8 g1f1 f2h2 c7e6 d7e6 c2c3 d4e2 c1b1 e2g3 f1f3 b7b5 c4b3 b5b4 d3d4 g3e4 a2a3 e4d2 b1a2 d2b3 a2b3 c8b7 a3b4 b7d5 b3a4 h2b2 c3c4 b2b4
34,mate,black, d2d4 d7d5 g1f3 b8c6 c1f4 g7g6 c2c3 f8g7 e2e3 c8f5 b1d2 g8f6 f1b5 f6h5 b5c6 b7c6 g2g4 f5g4 d1a4 h5f4 e3f4 d8d6 h2h3 g4d7 e1g1 e8g8 c3c4 d7h3 c4c5 d6f4 f1e1 f4g4 g1h2 g4g2
24,mate,black, e2e3 e7e5 f1e2 b8c6 g1f3 d7d5 e1g1 c8e6 d2d4 f8d6 b1a3 e5e4 f3d2 g8f6 c2c3 h7h5 h2h3 d8d7 b2b4 e6h3 g2h3 d7h3 b4b5 h3h2
66,mate,black, d2d4 b7b6 e2e4 e7e6 b1c3 c8b7 f1d3 c7c6 g1f3 d7d5 e1g1 d5e4 d3e4 g8f6 c1e3 f6e4 c3e4 g7g6 f3g5 d8e7 d1f3 f8g7 a1d1 b8d7 c2c4 d7f6 e4c3 e8g8 c4c5 b6b5 f1e1 b5b4 c3e4 f6e4 g5e4 f7f5 e4d6 a8b8 a2a3 b4a3 b2a3 e7c7 d1b1 b7a6 e3f4 b8b1 e1b1 c7a5 f3c6 a6d3 b1c1 a5a3 d6e8 a3c1 f4c1 g7d4 c6e6 g8h8 c1h6 f8g8 e8f6 g8b8 e6d6 b8b1 h6c1 b1c1
